OLN	uniprotID	SGD_id	length
YLR298C	Q05900	S000004289	231
YJL059W	P47040	S000003595	408
YHR029C	P38765	S000001071	294
YHR048W	P38776	S000001090	514
YMR241W	Q04013	S000004854	314
YDR451C	Q04116	S000002859	353
YIL006W	P40556	S000001268	373
YNL263C	P53845	S000005207	314
YPL201C	Q08956	S000006122	461
YCR059C	P25637	S000000655	258
YMR152W	P28625	S000004760	365
YMR151W	P28626	S000004759	145
YGR172C	P53039	S000003404	248
YNL044W	P53633	S000004989	176
YGL198W	P53093	S000003166	235
YGL161C	P53108	S000003129	310
YKL095W	P28320	S000001578	278
YKL094W	P28321	S000001577	313
YLR200W	P52553	S000004190	114
YIL023C	P40544	S000001285	346
YKL196C	P36015	S000001679	200
YMR284W	P32807	S000004897	602
YMR106C	Q04437	S000004712	629
YHL014C	P38746	S000001006	405
YPR125W	Q06493	S000006329	454
YPR058W	P32331	S000006262	307
YBR104W	P38087	S000000308	329
YML038C	Q03697	S000004502	442
YPR024W	P32795	S000006228	747
YMR302C	P32843	S000004917	850
YML025C	P51998	S000004487	286
YJR110W	P47147	S000003871	688
YFR049W	P19955	S000001945	123
YER005W	P40009	S000000807	630
YOR064C	Q08465	S000005590	219
YHR090C	P38806	S000001132	282
YKL067W	P36010	S000001550	153
YPR028W	Q12402	S000006232	180
YGR281W	P53049	S000003513	1477
YER074W-A	Q3E834	S000007651	85
YDR057W	Q99220	S000002464	542
YML027W	P34161	S000004489	385
YBR183W	P38298	S000000387	316
YDL235C	Q07688	S000002394	167
YFR003C	P43587	S000001899	155
YKL126W	P12688	S000001609	680
YMR104C	P18961	S000004710	677
YBR028C	P38070	S000000232	525
YOR291W	Q12697	S000005817	1472
YGR198W	P46951	S000003430	817
YOL092W	Q12010	S000005452	308
YDR352W	Q06328	S000002760	317
YDR368W	Q12458	S000002776	312
YLR120C	P32329	S000004110	569
YLR121C	Q12303	S000004111	508
YGL259W	P53057	S000003228	165
YIR039C	P40583	S000001478	537
YDR349C	Q06325	S000002757	596
YBR264C	P38146	S000000468	199
YNL304W	P48559	S000005248	417
YFL038C	P01123	S000001856	206
YER031C	P38555	S000000833	223
YGL210W	P51996	S000003178	222
YHR105W	P38815	S000001147	214
YKR014C	P36018	S000001722	234
YNL093W	P36019	S000005037	220
YLR262C	Q99260	S000004252	215
YML001W	P32939	S000004460	208
YDR381W	Q12159	S000002789	226
YKL214C	P36036	S000001697	203
YDR002W	P41920	S000002409	201
YIL063C	P40517	S000001325	327
YGL164C	P53107	S000003132	440
YDR545W	P0CX20	S000002953	1796
YER190W	P40105	S000000992	1681
YGR296W	P0CX14	S000003528	1859
YLR466W	O13559	S000004458	1382
YLR467W	P0CX21	S000004459	1796
YNL339C	P53819	S000005283	1859
YPL283C	P0CX15	S000006204	1859
YOR396W	P0CX22	S000007526	1796
YOR172W	Q12340	S000005698	786
YBR054W	P38079	S000000258	344
YOR162C	Q12172	S000005688	810
YBR111C	Q01976	S000000315	231
YHR017W	P32792	S000001059	385
YHR016C	P32793	S000001058	468
YNL138W-A	P0C074	S000028509	85
YLR277C	Q06224	S000004267	779
YDR326C	Q06681	S000002734	1438
YOR003W	P25036	S000005529	478
YKR053C	P23501	S000001761	404
YBR148W	P38280	S000000352	609
YBR162W-A	P38374	S000002158	65
YMR089C	P40341	S000004695	825
YPL074W	P40328	S000005995	754
YGR270W	P40340	S000003502	1379
YPR107C	Q06102	S000006311	208
YOR272W	Q12024	S000005798	460
YNL237W	P53584	S000005181	459
YJR099W	P35127	S000003860	236
YJL139C	P26725	S000003675	428
YOR087W	Q12324	S000005613	675
YIR026C	Q02256	S000001465	364
YJL056C	P47043	S000003592	880
YMR273C	P50111	S000004886	915
YML109W	P54786	S000004577	942
YOL109W	Q08245	S000005469	113
YNL310C	P42844	S000005254	174
YDR285W	P31111	S000002693	875
YGL249W	P53061	S000003218	704
YGR211W	P53303	S000003443	486
YOL154W	Q12512	S000005514	249
YMR243C	P20107	S000004856	442
YNR039C	P53735	S000005322	605
YER033C	P40021	S000000835	1076
YGL255W	P32804	S000003224	376
YLR130C	Q12436	S000004120	422
YKL175W	P34240	S000001658	503
YBR046C	P38230	S000000250	334
YGR285C	P32527	S000003517	433
YNL241C	P11412	S000005185	505
Q0010	Q9ZZX9	S000007257	128
Q0017	Q9ZZX8	S000007258	53
Q0032	Q9ZZX7	S000007259	96
Q0092	Q35811	S000007269	46
Q0142	Q9ZZW4	S000007276	58
Q0143	Q9ZZW3	S000007277	50
Q0144	Q9ZZW2	S000007278	109
Q0182	Q9ZZW1	S000007280	134
Q0255	P03881	S000007282	472
Q0297	Q9ZZV8	S000007284	51
YAL004W	P39703	S000002136	215
YAL016C-A	A0A023PYC6	S000028728	104
YAL016C-B	P0C1V3	S000028528	61
YAL019W-A	A0A023PXA5	S000028729	189
YAL026C-A	A0A023PXH4	S000028730	145
YAL031W-A	A0A023PZ94	S000028731	102
YAL034C-B	O13515	S000002137	117
YAL037C-A	Q3E741	S000028732	30
YAL037C-B	Q8TGR8	S000028592	324
YAL037W	P39728	S000000035	267
YAL042C-A	O13514	S000002138	125
YAL045C	P39725	S000000043	102
YAL047W-A	A0A023PZE2	S000028733	109
YAL056C-A	O13513	S000002139	116
YAL059C-A	A0A023PYD0	S000028734	140
YAL063C-A	Q3E791	S000028813	96
YAL064W	P39711	S000000060	94
YAL064W-B	O13512	S000002141	126
YAL065C	O13511	S000001817	128
YAL066W	P39710	S000000061	102
YAL067W-A	Q8TGK6	S000028593	75
YAL068W-A	Q8TGK7	S000028594	84
YAL069W	O13588	S000002143	104
YAR019W-A	A0A023PXB0	S000028735	110
YAR023C	D6VPM8	S000000074	179
YAR028W	P39548	S000000076	234
YAR029W	P39549	S000000077	74
YAR030C	P39550	S000001821	113
YAR035C-A	Q8TGV0	S000028595	26
YAR047C	P39557	S000000083	106
YAR053W	P39559	S000000085	98
YAR060C	P0CX88	S000000086	111
YAR061W	P0CX90	S000000087	67
YAR062W	P0CI66	S000000088	198
YAR064W	P39563	S000000089	99
YAR066W	P0CX18	S000002144	203
YAR068W	P39564	S000000091	161
YAR069C	P0CX92	S000000092	97
YAR070C	P39566	S000000093	99
YAR075W	O42831	S000002145	157
YBL006W-A	Q8TGQ6	S000028596	49
YBL008W-A	Q3E821	S000028529	79
YBL010C	P32788	S000000106	280
YBL012C	P38209	S000000108	133
YBL028C	P38202	S000000124	106
YBL029C-A	Q3E756	S000007591	94
YBL029W	P38201	S000000125	376
YBL036C	P38197	S000000132	257
YBL039C-A	P0C5K9	S000028814	27
YBL039W-B	P0C268	S000028517	59
YBL044W	P38194	S000000140	122
YBL053W	P38190	S000000149	124
YBL055C	P34220	S000000151	418
YBL059W	P34224	S000000155	193
YBL062W	P38189	S000000158	126
YBL065W	P38188	S000000161	114
YBL068W-A	P0C5L1	S000028530	78
YBL070C	P38186	S000000166	106
YBL071C-B	Q8TGU8	S000028597	32
YBL071C	P38185	S000000167	102
YBL073W	P38184	S000000169	103
YBL077W	P38183	S000000173	143
YBL081W	P38180	S000000177	368
YBL083C	P38178	S000000179	141
YBL086C	P38177	S000000182	466
YBL094C	P38173	S000000190	110
YBL096C	P38171	S000000192	102
YBL100C	P38168	S000000196	104
YBL100W-C	P0C269	S000028598	39
YBL107W-A	Q6B113	S000007229	34
YBL108W	P38161	S000000204	101
YBL109W	P89495	S000002150	111
YBL111C	Q3E7Y5	S000002151	667
YBL112C	Q3E7Y4	S000002152	105
YBL113C	Q7M4S9	S000002153	792
YBL113W-A	Q8TGK5	S000028599	160
YBR012C	P38214	S000000216	139
YBR013C	P38215	S000000217	129
YBR016W	P38216	S000000220	128
YBR027C	P38220	S000000231	110
YBR032W	P38223	S000000236	100
YBR051W	P38233	S000000255	116
YBR053C	P38235	S000000257	358
YBR056C-B	P0C5L0	S000087087	52
YBR056W-A	I2HB52	S000028736	66
YBR056W	P38081	S000000260	501
YBR062C	P38239	S000000266	180
YBR063C	P38083	S000000267	404
YBR064W	P38240	S000000268	142
YBR071W	P38243	S000000275	211
YBR072C-A	Q3E794	S000028532	53
YBR076C-A	P0C5L2	S000028533	88
YBR085C-A	O43137	S000007522	85
YBR089W	P38252	S000000293	199
YBR090C	P38253	S000000294	122
YBR096W	P38256	S000000300	230
YBR099C	P38258	S000000303	127
YBR103C-A	P0C5L3	S000007593	47
YBR109W-A	P90471	S000028737	74
YBR113W	P38267	S000000317	160
YBR116C	P38268	S000000320	175
YBR121C-A	P0C5L4	S000028815	52
YBR124W	P38269	S000000328	119
YBR126W-A	Q8TGU7	S000028600	68
YBR126W-B	A0A023PXH5	S000028738	47
YBR131C-A	Q8TGQ5	S000028601	29
YBR134W	P38275	S000000338	133
YBR137W	P38276	S000000341	179
YBR138C	P38277	S000000342	524
YBR139W	P38109	S000000343	508
YBR141W-A	Q8TGQ4	S000028602	31
YBR144C	P34215	S000000348	104
YBR174C	P38294	S000000378	104
YBR178W	P38296	S000000382	124
YBR182C-A	Q8TGU6	S000028603	64
YBR184W	P38299	S000000388	523
YBR190W	P38303	S000000394	103
YBR191W-A	P0C5L5	S000007594	24
YBR196C-A	Q3E820	S000028534	49
YBR196C-B	Q3E778	S000028816	34
YBR197C	P38306	S000000401	217
YBR200W-A	Q3E755	S000028535	54
YBR201C-A	Q2V2Q3	S000087085	67
YBR206W	P38309	S000000410	107
YBR209W	P38311	S000000413	105
YBR219C	P38317	S000000423	127
YBR220C	P38318	S000000424	560
YBR221W-A	Q3E781	S000028817	34
YBR223W-A	Q8TGQ3	S000028604	39
YBR224W	P38320	S000000428	171
YBR225W	P38321	S000000429	900
YBR226C	P38322	S000000430	136
YBR230W-A	Q3E762	S000029722	66
YBR232C	P38327	S000000436	119
YBR238C	P38330	S000000442	731
YBR241C	P38142	S000000445	488
YBR242W	P38331	S000000446	238
YBR255C-A	Q3E776	S000007649	120
YBR259W	P38338	S000000463	688
YBR277C	P38350	S000000481	133
YBR284W	P38150	S000000488	797
YBR285W	P38354	S000000489	144
YBR287W	P38355	S000000491	427
YBR292C	P38357	S000000496	123
YBR296C-A	Q8TGU5	S000028605	39
YBR298C-A	Q8TGK4	S000028606	73
YBR300C	P38362	S000000504	165
YCL001W-A	P87012	S000007221	153
YCL001W-B	Q96VH2	S000007596	84
YCL002C	P25565	S000000508	263
YCL012C	Q8J0M4	S000029705	134
YCL021W-A	Q96VH3	S000007549	125
YCL021W	P25561	S000000526	117
YCL022C	P25562	S000000527	171
YCL023C	P25563	S000000528	115
YCL041C	P25571	S000000546	164
YCL042W	P25572	S000000547	119
YCL046W	P25575	S000000551	107
YCL048W-A	Q2V2Q2	S000087203	79
YCL049C	P25577	S000000554	312
YCL065W	P37264	S000000570	122
YCL068C	P25593	S000000573	260
YCL076W	P25602	S000000581	247
YCR001W	P25347	S000000594	104
YCR006C	P25350	S000000599	157
YCR007C	P25354	S000000600	239
YCR013C	P25614	S000000606	215
YCR015C	P25616	S000000608	317
YCR016W	P25617	S000000609	290
YCR018C-A	Q96VH1	S000007230	84
YCR022C	P25620	S000000616	114
YCR023C	P25351	S000000617	611
YCR024C-B	Q3E7Z8	S000028818	88
YCR025C	P25352	S000000620	136
YCR038W-A	Q96VG8	S000007597	41
YCR041W	P37265	S000000637	110
YCR043C	P25361	S000000639	127
YCR045W-A	Q8TGQ2	S000028607	116
YCR047W-A	Q8TGQ1	S000028608	68
YCR049C	P25629	S000000645	148
YCR050C	P25630	S000000646	102
YCR051W	P25631	S000000647	222
YCR061W	P25639	S000000657	631
YCR064C	P25640	S000000660	136
YCR075W-A	Q3E830	S000028519	75
YCR081C-A	Q8TGQ0	S000028609	78
YCR085W	P25650	S000000681	117
YCR087C-A	P37263	S000007223	153
YCR087W	P25652	S000000683	171
YCR090C	P25654	S000000686	182
YCR095W-A	Q3E787	S000029724	52
YCR097W-A	Q96VG6	S000007632	88
YCR099C	P25657	S000000696	155
YCR100C	P25606	S000000697	316
YCR101C	P25607	S000000698	182
YCR102C	P25608	S000000699	368
YCR102W-A	Q96VG5	S000007231	65
YCR108C	Q3E819	S000028536	63
YDL007C-A	Q2V2Q0	S000113557	85
YDL009C	Q12210	S000002167	107
YDL011C	Q12023	S000002169	107
YDL012C	Q12489	S000002170	107
YDL016C	Q12115	S000002174	100
YDL022C-A	P0C5L6	S000028537	82
YDL023C	Q12264	S000002181	106
YDL025W-A	Q8TGP7	S000028610	34
YDL026W	Q12147	S000002184	103
YDL032W	Q12281	S000002190	103
YDL034W	Q12448	S000002192	114
YDL041W	Q12352	S000002199	117
YDL050C	Q07355	S000002208	123
YDL057W	Q07379	S000002215	328
YDL062W	Q07410	S000002220	141
YDL068W	Q07435	S000002226	109
YDL071C	Q07438	S000002229	124
YDL073W	Q07454	S000002231	984
YDL085C-A	Q3E7B7	S000007588	68
YDL086C-A	Q8TGP8	S000028611	144
YDL086W	Q07505	S000002244	273
YDL094C	Q07509	S000002252	169
YDL109C	Q12103	S000002267	647
YDL114W	Q07530	S000002272	308
YDL114W-A	P0C5M5	S000007598	37
YDL118W	Q07535	S000002276	126
YDL121C	Q07541	S000002279	149
YDL124W	Q07551	S000002282	312
YDL129W	Q07555	S000002287	291
YDL144C	Q07589	S000002303	356
YDL152W	Q12394	S000002311	121
YDL157C	Q12082	S000002316	118
YDL158C	Q12047	S000002317	102
YDL159C-B	Q8TGP9	S000028612	58
YDL159W-A	Q3E774	S000007599	43
YDL162C	Q12307	S000002321	118
YDL163W	Q12148	S000002322	100
YDL172C	Q12135	S000002331	159
YDL176W	Q12027	S000002335	708
YDL177C	Q12257	S000002336	170
YDL180W	Q12301	S000002339	547
YDL183C	P48569	S000002342	320
YDL185C-A	P0C5M4	S000007600	75
YDL186W	P48568	S000002345	277
YDL187C	Q07613	S000002346	109
YDL196W	Q12187	S000002355	109
YDL199C	Q12407	S000002358	687
YDL206W	Q12424	S000002365	762
YDL211C	Q12121	S000002370	372
YDL213W-A	Q00590	-	100
YDL218W	Q07629	S000002377	317
YDL221W	Q07649	S000002380	183
YDL228C	Q07658	S000002387	213
YDL240C-A	P0C5L8	S000007601	45
YDL241W	Q07738	S000002400	123
YDL242W	Q07746	S000002401	117
YDL247W-A	P0C5L9	S000007602	24
YDR003W-A	Q3E7Z7	S000028819	40
YDR008C	A0A023PZ99	S000002415	116
YDR010C	Q12426	S000002417	110
YDR015C	Q12195	S000002422	79
YDR018C	Q12185	S000002425	396
YDR029W	Q12111	S000002436	104
YDR034C-A	P0C289	S000007233	58
YDR034W-B	Q6Q5X2	S000007234	51
YDR042C	Q03205	S000002449	200
YDR048C	A0A023PZE6	S000002455	104
YDR053W	Q07790	S000002460	131
YDR056C	Q12025	S000002463	205
YDR061W	Q12298	S000002468	539
YDR089W	P38966	S000002496	869
YDR090C	Q03193	S000002497	310
YDR094W	A0A023PYD3	S000002501	111
YDR095C	Q03831	S000002502	136
YDR102C	Q03864	S000002509	110
YDR109C	Q04585	S000002516	715
YDR114C	Q04597	S000002521	100
YDR115W	Q04598	S000002522	105
YDR118W-A	P0C5L7	S000028820	38
YDR119W-A	Q2V2P9	S000113555	66
YDR124W	Q04608	S000002531	324
YDR131C	Q03899	S000002538	556
YDR132C	Q03900	S000002539	495
YDR133C	Q03904	S000002540	111
YDR149C	A0A023PXH9	S000002556	235
YDR154C	A0A023PZA4	S000002561	116
YDR157W	A0A023PZE8	S000002564	133
YDR169C-A	Q3E789	S000028538	49
YDR179W-A	Q03983	S000002587	463
YDR182W-A	Q3E796	S000028539	67
YDR183C-A	P0C5M3	S000028540	85
YDR187C	A0A023PYD7	S000002595	172
YDR193W	P0C5E0	S000002601	132
YDR194W-A	Q3E818	S000028541	50
YDR199W	A0A023PXB9	S000002607	121
YDR203W	A0A023PXI4	S000002611	105
YDR209C	Q03480	S000002617	137
YDR210W	Q03482	S000002618	75
YDR215C	Q12240	S000002623	137
YDR220C	Q04923	S000002628	97
YDR222W	Q04925	S000002630	415
YDR230W	A0A023PZA9	S000002638	115
YDR239C	Q03780	S000002647	787
YDR246W-A	Q3E763	S000028542	66
YDR248C	Q03786	S000002656	193
YDR249C	Q03787	S000002657	373
YDR250C	Q03788	S000002658	91
YDR262W	Q12331	S000002670	272
YDR269C	P87281	S000002677	107
YDR271C	P87282	S000002679	123
YDR274C	P87283	S000002682	123
YDR278C	Q05612	S000002686	105
YDR286C	Q05530	S000002694	114
YDR290W	P87280	S000002698	109
YDR306C	Q06640	S000002714	478
YDR320W-B	P0C5M0	S000028821	45
YDR327W	P87288	S000002735	108
YDR338C	Q05497	S000002746	695
YDR340W	Q05503	S000002748	100
YDR341C	Q05506	S000002749	607
YDR344C	Q05510	S000002752	147
YDR354C-A	Q8TGP6	S000028613	47
YDR355C	P87285	S000002763	100
YDR366C	P87287	S000002774	132
YDR371C-A	P0C5M1	S000028822	34
YDR374W-A	Q2V2P8	S000113553	89
YDR381C-A	Q3E6R5	S000007650	114
YDR387C	Q04162	S000002795	555
YDR391C	Q04170	S000002799	232
YDR396W	O13522	S000002804	166
YDR401W	O13523	S000002809	187
YDR406W-A	P0C5M2	S000028543	81
YDR413C	P87266	S000002821	191
YDR415C	Q04033	S000002823	374
YDR417C	P87267	S000002825	123
YDR426C	P87268	S000002834	125
YDR431W	Q04069	S000002839	103
YDR433W	P87269	S000002841	146
YDR442W	P87270	S000002850	130
YDR444W	Q04093	S000002852	687
YDR445C	Q04100	S000002853	135
YDR455C	P87271	S000002863	102
YDR461C-A	Q2V2P7	S000087209	80
YDR464C-A	Q8TGP5	S000028614	62
YDR467C	P87264	S000002875	108
YDR476C	Q03362	S000002884	224
YDR491C	Q03418	S000002899	163
YDR509W	P87272	S000002917	115
YDR510C-A	Q8TGR7	S000028615	38
YDR514C	Q04408	S000002922	483
YDR521W	P87273	S000002929	111
YDR524C-A	Q8TGR6	S000028616	39
YDR524C-B	Q3E6R4	S000028739	66
YDR524W-C	P0C1Z1	S000028740	29
YDR526C	P87274	S000002934	156
YDR535C	Q04434	S000002943	166
YDR537C	P87261	S000002945	201
YDR541C	Q03049	S000002949	344
YDR543C	Q03051	S000002951	99
YDR544C	Q03057	S000002952	142
YDR545C-A	P0CL37	S000028617	159
YEL008C-A	Q8TGP3	S000028618	30
YEL008W	P40001	S000000734	126
YEL009C-A	A0A023PZF2	S000028741	135
YEL010W	P40000	S000000736	116
YEL014C	P39999	S000000740	101
YEL018C-A	A0A023PYD9	S000028742	177
YEL020C	P39994	S000000746	560
YEL020C-B	P0C5M6	S000028544	65
YEL023C	P39992	S000000749	682
YEL025C	P39991	S000000751	1188
YEL028W	P39989	S000000754	153
YEL030C-A	Q8TGR5	S000028619	104
YEL032C-A	Q8TGP4	S000028620	53
YEL034C-A	Q02217	S000028743	200
YEL043W	P32618	S000000769	956
YEL045C	P32616	S000000771	141
YEL050W-A	P0C5M7	S000028545	63
YEL053W-A	A0A023PXC2	S000028744	115
YEL057C	P39983	S000000783	233
YEL067C	P39978	S000000793	195
YEL068C	P39977	S000000794	110
YEL073C	P39974	S000000799	107
YEL074W	P39973	S000000800	112
YEL075C	P39972	S000000801	122
YEL075W-A	P89888	S000002956	203
YEL076C	P39971	S000000802	216
YEL076C-A	P0CX16	S000002955	216
YEL077C	Q3E7X8	S000006409	1277
YEL077W-A	P0CX95	S000028621	160
YER006C-A	A0A023PXI8	S000028745	105
YER010C	P40011	S000000812	234
YER023C-A	Q8TGP2	S000028622	70
YER034W	P40022	S000000836	185
YER039C-A	P0CD97	S000007226	72
YER046W-A	A0A023PZF5	S000028747	109
YER053C-A	Q3E7B0	S000007523	37
YER066C-A	P87263	S000002959	166
YER067C-A	A0A023PYE4	S000028748	107
YER068C-A	A0A023PXC7	S000028749	143
YER076C	P40049	S000000878	302
YER076W-A	A0A023PXJ3	S000028750	115
YER078W-A	Q3E7A2	S000028546	54
YER079C-A	A0A023PZB8	S000028751	112
YER079W	P40052	S000000881	210
YER084W	P40057	S000000886	128
YER084W-A	A0A023PZG0	S000028752	170
YER085C	P40058	S000000887	173
YER087C-A	A0A023PYE9	S000028753	183
YER088C-A	A0A023PXD3	S000028754	107
YER088W-B	Q8TGR4	S000028623	48
YER090C-A	P0C5M8	S000029725	29
YER091C-A	Q02590	S000007238	73
YER097W	P40062	S000000899	109
YER107W-A	A0A023PXJ7	S000028755	106
YER119C-A	P87191	S000002961	123
YER121W	P40076	S000000923	114
YER130C	P39959	S000000932	443
YER133W-A	A0A023PZC3	S000028756	113
YER134C	P40081	S000000936	178
YER135C	P40082	S000000937	130
YER137C	P40083	S000000939	148
YER137W-A	A0A023PZG5	S000028757	101
YER138W-A	P0C270	S000007239	34
YER145C-A	A0A023PYF4	S000028758	145
YER147C-A	A0A023PXD5	S000028759	136
YER148W-A	A0A023PXK2	S000028760	192
YER152C	P10356	S000000954	443
YER152W-A	A0A023PZC7	S000028761	188
YER156C	P40093	S000000958	338
YER158C	P40095	S000000960	573
YER158W-A	Q8TGR3	S000028624	71
YER165C-A	A0A023PZH1	S000028762	118
YER172C-A	A0A023PYF7	S000028763	126
YER175W-A	Q8TGU4	S000028625	54
YER181C	P40097	S000000983	107
YER184C	P39961	S000000986	794
YER186C	P40101	S000000988	306
YER187W	P40102	S000000989	141
YER188C-A	P0C0V2	S000028764	99
YER188W	P40103	S000000990	239
YER189W	P40104	S000000991	122
YER190C-A	P0CL27	S000028626	191
YER190C-B	P0CX94	S000028627	160
YFL012W	P43580	S000001882	148
YFL012W-A	Q03186	S000002964	124
YFL013W-A	Q03187	S000028628	267
YFL015C	P43578	S000001879	164
YFL015W-A	A0A023PXD9	S000028765	105
YFL019C	P43576	S000001875	117
YFL021C-A	A0A023PXK7	S000028766	284
YFL031C-A	Q8TGU3	S000028629	33
YFL032W	P43566	S000001862	106
YFL034W	P43564	S000001860	1073
YFL040W	P43562	S000001854	540
YFL041W-A	Q3E817	S000028547	63
YFL051C	P43552	S000001843	160
YFL052W	P43551	S000001842	465
YFL054C	P43549	S000001840	646
YFL057C	P43546	S000001837	152
YFL063W	P43541	S000001831	151
YFL064C	P43540	S000001830	174
YFL065C	P43539	S000001829	102
YFL066C	P43538	S000001828	392
YFL067W	P43537	S000001827	175
YFL068W	P0CX99	S000001826	160
YFR006W	P43590	S000001902	535
YFR009W-A	P0C5M9	S000028823	85
YFR010W-A	P0C5N0	S000028824	62
YFR012W-A	Q3E838	S000007606	28
YFR016C	P43597	S000001912	1233
YFR018C	P43599	S000001914	363
YFR020W	P43600	S000001916	232
YFR032C-B	Q8TGU2	S000028630	87
YFR034W-A	Q8TGR2	S000028631	95
YFR035C	P43608	S000001931	114
YFR036W-A	A0A023PZD0	S000028767	216
YFR045W	P43617	S000001941	309
YFR052C-A	A0A023PZH4	S000028768	101
YFR054C	P43622	S000001950	192
YFR056C	P43624	S000001951	122
YFR057W	P43625	S000001953	151
YGL006W-A	Q3E802	S000028769	36
YGL007C-A	Q8TGU0	S000028632	28
YGL010W	P25338	S000002978	174
YGL014C-A	P0C5N1	S000028825	53
YGL015C	P33199	S000002983	130
YGL024W	P53190	S000002992	111
YGL034C	P53186	S000003002	121
YGL036W	P53185	S000003004	909
YGL039W	P53183	S000003007	348
YGL041C	P53182	S000003009	67
YGL041C-B	Q3E750	S000028548	60
YGL041W-A	P0C5N3	S000028826	154
YGL042C	P53181	S000003010	101
YGL052W	P53175	S000003020	101
YGL063C-A	Q8TGP0	S000028633	49
YGL069C	P53162	S000003037	154
YGL072C	P53161	S000003040	119
YGL074C	P53160	S000003042	108
YGL081W	P53156	S000003049	320
YGL082W	P53155	S000003050	381
YGL088W	P53151	S000003056	121
YGL101W	P53144	S000003069	215
YGL102C	P53143	S000003070	142
YGL108C	P53139	S000003076	140
YGL109W	P53138	S000003077	107
YGL114W	P53134	S000003082	725
YGL117W	P53133	S000003085	265
YGL118C	P53132	S000003086	145
YGL123C-A	Q8TGP1	S000028634	76
YGL132W	P53126	S000003100	111
YGL138C	P53122	S000003106	345
YGL140C	P53120	S000003108	1219
YGL149W	P53116	S000003117	101
YGL152C	P53113	S000003120	225
YGL159W	P53110	S000003127	370
YGL165C	P53106	S000003133	192
YGL176C	P46945	S000003144	554
YGL177W	P53105	S000003145	115
YGL182C	P53103	S000003150	107
YGL185C	P53100	S000003153	379
YGL188C	P53098	S000003156	57
YGL188C-A	Q8TGU1	S000028635	46
YGL193C	P53097	S000003161	103
YGL194C-A	Q2V2P6	S000087160	80
YGL199C	P53092	S000003167	156
YGL204C	P53089	S000003172	101
YGL214W	P53087	S000003182	161
YGL217C	P53085	S000003185	113
YGL218W	P53084	S000003186	216
YGL230C	P53074	S000003199	147
YGL235W	P53071	S000003204	178
YGL239C	P53069	S000003208	104
YGL242C	P53066	S000003211	181
YGL258W-A	Q3E740	S000007607	77
YGL260W	P53056	S000003229	76
YGL262W	P53054	S000003231	175
YGR011W	P53205	S000003243	108
YGR012W	P53206	S000003244	393
YGR015C	P53208	S000003247	328
YGR016W	P53209	S000003248	190
YGR017W	P53210	S000003249	297
YGR018C	P53211	S000003250	109
YGR021W	P53212	S000003253	290
YGR022C	P53213	S000003254	109
YGR025W	P53216	S000003257	100
YGR026W	P53217	S000003258	278
YGR035C	P53222	S000003267	116
YGR035W-A	Q45U48	S000028827	73
YGR039W	P53225	S000003271	103
YGR042W	P53227	S000003274	271
YGR045C	P53229	S000003277	120
YGR050C	P53231	S000003282	118
YGR051C	P53232	S000003283	107
YGR053C	P53234	S000003285	283
YGR054W	P53235	S000003286	642
YGR064W	P53240	S000003296	122
YGR066C	P53242	S000003298	292
YGR067C	P53243	S000003299	804
YGR068W-A	Q8TGN8	S000028637	31
YGR069W	P53245	S000003301	111
YGR073C	P53247	S000003305	123
YGR079W	P53249	S000003311	370
YGR107W	P53263	S000003339	149
YGR111W	P53265	S000003343	400
YGR114C	P53268	S000003346	129
YGR115C	P53269	S000003347	259
YGR117C	P53270	S000003349	476
YGR121W-A	Q3E816	S000028550	71
YGR122C-A	P0C5N2	S000007240	42
YGR122W	P53272	S000003354	402
YGR125W	P53273	S000003357	1036
YGR126W	P53274	S000003358	230
YGR127W	P53275	S000003359	312
YGR130C	P53278	S000003362	816
YGR137W	P53282	S000003369	124
YGR139W	P53284	S000003371	112
YGR146C-A	Q8TGT9	S000028638	53
YGR149W	P48236	S000003381	432
YGR151C	P53287	S000003383	111
YGR153W	P48238	S000003385	217
YGR160W	P53288	S000003392	203
YGR161W-C	Q3E744	S000029726	92
YGR164W	P53291	S000003396	111
YGR168C	P53293	S000003400	376
YGR169C-A	Q3E772	S000028521	92
YGR174W-A	Q8TGT8	S000028639	28
YGR176W	P32475	S000003408	115
YGR182C	P53300	S000003414	117
YGR190C	P53302	S000003422	121
YGR201C	P42936	S000003433	225
YGR204C-A	Q8TGT7	S000028640	37
YGR210C	P42942	S000003442	411
YGR219W	P53307	S000003451	113
YGR226C	P50083	S000003458	69
YGR228W	P53308	S000003460	114
YGR237C	P50089	S000003469	785
YGR240C-A	Q3E786	S000028551	66
YGR242W	P53310	S000003474	102
YGR250C	P53316	S000003482	781
YGR259C	P53321	S000003491	146
YGR265W	P53325	S000003497	136
YGR266W	P53326	S000003498	701
YGR269W	P40326	S000003501	108
YGR270C-A	Q8TGN7	S000028641	72
YGR273C	P53329	S000003505	174
YGR283C	P53336	S000003515	341
YGR290W	P53339	S000003522	147
YGR291C	P53340	S000003523	73
YGR293C	P53342	S000003525	153
YGR296C-A	P0CL28	S000028642	191
YGR296C-B	P0CX96	S000028643	160
YHL002C-A	A0A023PYG1	S000028770	162
YHL005C	P38752	S000000997	130
YHL006W-A	A0A023PXE5	S000028771	117
YHL008C	P38750	S000001000	627
YHL012W	P38709	S000001004	493
YHL015W-A	Q3E7Z6	S000028828	27
YHL017W	P38745	S000001009	532
YHL018W	P38744	S000001010	120
