YORF	BY008_T1	BY008_T2	BY008_T3	BY008_T4	BY008_T5	BY008_T6	BY008_T7	BY008_T8	BY013_T1	BY013_T0	BY013_T2	BY013_T3	BY013_T4	BY013_T5	BY013_T6	BY013_T7	BY013_T8	BY005_T1	BY005_T2	BY005_T3	BY005_T4	BY005_T5	BY005_T6	BY005_T7	BY005_T8
YML079W	5682.7	5802.8	4538.1	4279.6	4161.2	3273.2	3210.6	4023.3	5069.7	5017.7	4983.1	5310.7	5319.1	5586.5	6436.6	7034.7	6297.7	4493.9	4864.4	5132.4	5196.1	5117.0	6412.5	7521.3	6237.9
YJR117W	7336.1	6893.6	6357.0	5737.8	4522.2	3799.2	5197.3	6282.4	6397.5	6031.2	6463.2	6712.8	6798.3	7219.8	7460.1	7090.0	6779.7	6150.0	6106.3	6188.7	6669.3	6526.6	6336.5	7039.6	6964.0
YPL018W	214.5	152.6	61.5	50.9	48.2	58.7	54.3	67.9	115.3	99.3	122.3	148.2	162.6	178.2	238.6	232.1	247.1	89.0	97.0	124.5	163.5	201.0	222.9	270.3	327.1
YMR026C	2982.3	2925.5	1967.5	1931.3	2014.8	1908.0	2953.3	2290.8	2585.9	2529.3	2490.4	2284.1	2112.1	2297.7	2207.2	2225.4	2414.7	2398.3	2594.1	2560.3	2514.5	2260.7	2862.6	2933.1	2899.4
YDL027C	2895.7	2632.7	1649.5	1083.0	697.2	550.7	1794.2	1719.9	1745.7	1799.0	2001.6	2213.1	2533.4	2843.6	3057.5	3444.8	2978.9	1534.4	1473.0	1729.8	2327.5	2589.5	2585.1	3535.8	3135.4
YAL024C	1547.4	1584.5	1356.6	1000.5	924.3	1000.5	614.8	911.1	909.0	1041.3	972.4	920.7	1007.3	1056.1	1145.0	1206.4	941.1	792.2	805.6	831.7	902.3	803.8	792.4	674.4	677.8
YPL274W	1032.4	927.6	2097.4	3140.7	3439.1	1932.0	2043.2	1829.9	1536.6	1488.1	1334.7	1220.4	988.4	786.7	770.4	935.7	1073.3	1807.9	1711.1	1568.4	1199.8	919.4	1256.9	1759.3	3620.3
YIL165C	18977.7	15585.5	12964.1	12862.7	10281.9	3593.7	5983.2	4771.0	10950.5	11247.5	11957.7	12861.0	13699.0	14975.5	18659.4	19115.2	18606.4	6204.1	6177.3	7663.9	9394.3	12318.7	15906.3	16362.1	15195.3
YPL227C	4205.0	4240.4	4077.3	4306.3	4445.6	4659.4	3254.4	3462.4	4346.6	4095.2	4296.5	4078.1	3936.7	3825.7	3943.6	3421.6	2776.4	4343.4	4509.1	3987.7	3706.8	3193.8	3137.4	2553.2	2294.9
YER158C	2271.8	2749.2	1536.2	1206.3	1344.8	1756.5	2595.2	2377.4	929.5	957.5	1116.8	1253.4	1346.0	1708.7	1992.4	2805.4	2413.0	899.9	1035.1	1123.1	1371.8	1241.5	1498.2	1972.4	3147.3
YJL061W	1556.8	1973.6	2171.5	2234.3	2219.2	2772.8	2306.3	1581.3	2054.0	2094.6	1988.9	2094.2	2033.1	1975.0	1960.8	2062.1	1876.6	1545.1	1532.6	1458.7	1460.4	1487.8	1504.0	1354.1	1328.1
YJR047C	515.4	998.1	2381.4	3306.1	4253.3	3933.2	1124.4	673.1	833.1	818.1	706.9	566.8	545.3	395.4	430.4	604.3	606.0	732.8	708.3	690.5	624.8	597.2	447.8	282.4	291.3
YBR126C	11454.7	9738.9	6633.8	4208.4	1679.7	1199.3	4011.3	6007.3	7106.5	7923.6	8875.0	10612.0	12984.4	15308.1	16909.0	15542.6	15367.7	6665.8	6250.2	9703.7	13401.8	14159.6	14269.9	13652.6	15378.0
YER185W	487.2	301.0	233.7	239.0	279.6	381.8	1168.8	578.2	359.2	327.7	368.4	327.4	344.7	273.3	425.8	423.1	420.7	362.5	408.7	373.7	322.7	271.3	439.5	622.6	515.0
YNL325C	1969.7	1938.4	1501.7	1229.9	1404.0	1606.3	1594.4	1733.8	1477.0	1511.1	1431.9	1458.2	1474.3	1494.3	1677.1	1535.8	1453.4	1597.1	1758.2	1539.7	1619.5	1637.1	1816.3	1930.3	1937.3
YNR001C	10177.1	9173.4	7070.0	5715.8	3430.3	1228.7	3773.0	4743.2	6535.2	7508.6	7991.2	9586.2	11601.5	13970.7	15799.4	16287.0	15200.3	5563.8	5049.9	7956.1	11719.8	13497.5	16125.4	16806.7	15611.3
YNL277W	6064.3	7373.1	14409.6	14110.0	9800.5	972.4	4035.9	4728.2	5505.1	5483.3	5389.9	4569.5	3855.5	3416.0	5042.6	5408.3	6091.2	5618.3	5230.4	4628.4	5156.0	5695.5	3131.8	4314.8	5637.9
YOR305W	4559.8	6990.6	5553.7	5421.7	5621.1	5793.4	4676.5	4449.3	4396.5	4219.5	4126.8	3990.9	3686.9	3758.1	3961.2	4501.2	4072.4	4230.6	4843.1	4091.1	3457.1	3218.5	3974.5	3468.1	3453.1
YNL067W-B	51.7	65.8	72.0	52.0	88.6	50.1	86.5	63.2	76.5	89.0	96.0	69.9	69.6	75.7	73.1	50.6	54.8	86.9	82.3	68.2	68.0	72.4	62.1	28.8	35.3
YKL079W	2005.8	2402.1	2129.5	2805.7	3414.8	4106.8	3556.9	2449.0	1632.7	1578.2	1650.7	1627.5	1639.3	1830.6	1801.7	2182.0	1972.0	2101.5	2510.3	1994.0	2058.1	2003.6	2483.7	2955.0	2180.5
YJR062C	903.5	884.7	722.8	647.8	644.0	780.4	1784.3	713.6	981.4	1062.5	1076.5	1150.3	1264.0	1521.3	1563.1	1685.1	1412.3	1025.7	1061.8	1175.2	1727.7	1452.3	2202.0	1290.8	1114.8
YOR242C	319.4	366.4	305.2	467.9	329.6	307.4	319.7	529.6	215.2	216.3	225.2	178.0	171.0	170.2	202.6	281.3	205.7	272.7	292.5	277.7	184.5	144.7	149.1	310.0	275.9
YAL039C	4029.5	5148.5	4158.4	3127.6	1973.2	1601.2	2954.2	1767.3	1574.6	1593.2	1855.0	1996.0	2311.9	3100.1	3929.8	3797.2	3987.2	1328.8	1384.7	1933.0	2633.8	2694.7	3473.8	3907.8	3840.2
YDR238C	5972.1	6051.3	5849.8	5526.4	4631.3	4451.0	5364.7	5367.6	5908.8	6306.5	5978.6	6046.6	6108.2	6696.8	6913.9	6556.0	5765.5	5063.3	5135.5	5255.1	5609.6	5265.7	5458.7	5787.7	5196.3
YHR035W	378.0	309.7	190.5	164.8	125.4	130.1	144.8	162.8	235.9	282.0	259.3	299.1	298.5	338.4	406.4	289.7	267.8	200.1	193.7	224.3	308.3	257.8	271.7	266.3	223.1
YIR024C	1437.1	1463.2	989.6	939.8	1113.5	1020.7	1630.3	1064.0	1268.7	1172.4	1205.1	1190.2	1294.7	1421.8	1761.0	1448.0	1411.8	1045.5	1130.1	1304.1	1308.0	1507.9	1632.9	1806.3	1589.5
YJL105W	199.8	170.0	61.2	49.8	50.0	74.9	149.6	41.5	65.3	64.6	77.1	79.8	97.7	114.8	131.3	203.3	119.6	74.2	79.3	94.5	121.1	132.6	190.4	188.4	197.6
YDL124W	10761.9	8433.2	7257.7	6533.9	5331.8	2038.2	4494.6	6220.5	7341.0	8054.2	8875.8	9787.4	11265.7	13129.9	15015.7	15434.4	16979.4	7548.2	7267.1	9731.1	12813.4	13927.2	16324.0	16651.9	20074.0
YJL078C	5405.2	3404.7	3159.7	3399.0	3749.3	4104.1	2102.7	2934.2	3577.8	3210.2	3475.5	3229.5	3193.6	2996.7	3272.6	4469.1	4364.1	2924.6	2975.6	3107.3	3506.1	3130.7	2872.3	2455.7	3526.6
YDR135C	8699.6	9099.2	6585.4	5809.1	4972.9	4834.6	5799.6	6612.0	6927.7	6366.3	6657.8	6457.5	6163.0	6203.7	6487.3	6931.5	6641.7	6686.4	7088.2	6219.0	6440.3	5792.2	7043.5	7570.3	7028.7
YIL102C	37.2	40.6	31.3	27.1	23.5	46.6	25.8	21.1	29.0	28.4	26.1	31.0	34.6	42.9	39.8	44.1	40.0	21.2	22.5	18.9	25.2	32.5	31.4	32.4	44.8
YGR195W	1798.4	3463.8	4293.9	4787.6	4836.2	4940.8	4534.9	3449.5	3270.9	3205.9	3017.1	2600.0	2208.7	1847.0	1458.5	1522.7	1573.7	3495.8	3625.4	2967.2	2035.5	1414.5	1351.7	1461.6	1813.4
YMR036C	1443.9	1497.5	949.7	1029.3	1165.5	1272.9	1310.7	979.5	1081.3	968.9	1005.0	925.4	987.8	1138.2	1222.2	1550.6	1495.9	831.0	890.5	968.6	1057.8	906.0	993.4	951.1	1008.3
YNR014W	2767.0	2049.0	1035.2	733.5	536.8	513.4	1495.2	2186.5	1444.3	1679.1	2613.0	3679.4	4928.5	5394.1	3847.2	4942.2	5885.6	1238.8	824.5	4345.9	5278.8	3570.5	1916.6	2356.6	2963.9
YJL094C	2008.9	1771.5	1366.5	1277.8	1431.4	1699.5	2718.3	2147.1	1590.5	1469.6	1525.0	1544.5	1548.9	1667.6	1829.8	1812.7	1738.6	1420.8	1540.5	1440.2	1624.3	1523.4	1589.7	1761.2	1704.7
YLR329W	240.7	182.8	119.0	112.3	82.9	128.0	181.3	222.2	156.4	151.8	146.6	164.2	155.8	156.6	181.6	157.4	153.0	148.6	146.4	143.6	138.9	101.2	179.8	154.7	137.0
YLR272C	2656.8	3030.5	2340.9	2230.2	2338.5	2338.6	1662.6	1936.5	2466.4	2419.9	2289.6	2275.5	2163.4	1994.0	1926.2	2305.4	2010.3	2652.7	2666.1	2423.0	2274.1	1881.9	1989.6	2033.5	2545.3
YNL079C	10239.8	10272.8	8326.2	8076.1	7144.6	5747.3	7347.5	8021.0	8429.4	8403.0	8576.2	9038.6	8842.7	9335.2	10857.3	12102.9	11073.8	9053.8	9579.1	9142.8	8924.4	9587.9	11109.0	14063.5	12572.6
YOL111C	4020.6	3190.2	2846.2	2959.6	2892.0	2075.9	2688.6	2981.2	3536.6	3525.6	3988.6	3953.5	4150.4	4649.2	4603.8	4981.6	4984.2	3509.6	3539.6	4299.8	4458.9	4236.2	4337.0	5107.9	5652.2
YGL151W	4020.8	4104.0	2656.3	2317.6	2499.5	3075.8	3906.5	3583.9	3514.1	3578.9	3533.2	3481.1	3616.5	3536.5	3908.7	3642.3	3353.4	3555.0	3796.1	3511.9	3679.1	3356.8	3209.5	3865.3	3533.6
YHL023C	5608.5	5999.1	3066.6	2121.8	2309.0	2706.2	3252.9	2263.8	2928.6	3023.1	3059.6	3255.1	3239.7	3698.0	4160.6	4247.5	4055.3	2565.2	2662.9	2871.1	3186.3	3391.8	3907.6	4003.7	3389.5
YHR073W	2503.1	2368.2	2115.3	1940.9	1981.5	2014.7	2034.2	2034.0	1817.2	1741.5	1773.6	1898.6	1776.1	1791.2	2079.9	2269.0	2160.6	1811.3	1935.1	1703.6	1852.2	1877.2	2214.8	2434.1	2312.4
YKR102W	678.9	502.4	244.0	213.5	202.9	254.9	255.4	411.6	333.2	375.1	349.3	373.4	421.8	454.5	476.4	399.2	436.7	283.3	284.5	326.5	405.3	315.7	304.2	603.0	398.1
YLR420W	3979.3	3420.3	4041.2	4392.6	4396.9	6836.9	5916.0	5815.4	6050.4	6319.1	5810.6	5160.3	4663.5	3932.2	3197.1	3205.5	3806.7	6300.2	5906.3	5720.0	5496.1	4362.6	4016.2	3219.5	3917.8
YDR063W	7014.7	6615.6	4337.1	3429.5	2702.0	1910.0	2662.1	4842.7	5060.2	5197.7	5368.2	5676.3	6133.5	7118.4	7643.1	7623.0	7027.0	5013.2	5569.9	6063.2	6427.4	6683.6	8046.6	8530.6	8151.3
YGR231C	8217.5	7646.3	6380.9	5366.9	4202.3	3569.1	5663.0	6046.0	7364.2	7719.4	7965.5	8279.4	8633.2	9374.0	11131.2	10650.8	11011.5	6810.4	6592.9	7377.6	7904.3	8469.3	10657.3	12913.0	12242.3
YMR311C	3478.4	3415.2	2277.3	1873.0	1714.3	1817.8	2678.8	2551.3	2759.7	2906.6	3110.1	3343.7	3696.4	4320.8	4294.1	4641.0	4806.2	2668.6	2975.0	3613.9	3989.5	4125.2	3934.1	5628.5	5673.7
YGL026C	10428.5	9994.0	10144.9	11314.0	11455.8	11303.2	15203.0	13214.9	13070.2	13433.1	13057.3	12989.2	12623.4	12790.2	10977.2	10332.2	9824.1	13904.1	14140.8	13765.0	14428.6	12801.3	14651.8	16412.6	15529.4
YBR043C	8688.8	5840.4	2035.2	1331.4	1690.7	3031.1	4550.5	3542.5	5906.2	5115.2	5839.2	6160.9	6586.3	7869.6	8224.2	7981.8	8635.7	4436.1	4510.8	6628.1	8616.9	9141.2	10354.5	5070.6	6049.8
YCL009C	13312.4	12156.5	11248.4	11738.9	11522.1	11624.1	15762.8	13253.2	13564.2	13190.5	13430.2	13606.3	13323.9	13563.5	12052.4	12290.5	11983.7	13611.8	13626.2	13816.5	14165.6	13352.2	14916.5	17277.4	15320.9
YGR007W	5474.1	4899.4	3229.4	3241.2	3669.8	3901.4	3333.9	3700.8	4638.8	4772.3	4811.3	4503.7	4495.0	4781.0	5273.5	5111.7	4954.3	4170.5	4391.7	4337.3	4418.9	4233.1	5427.3	5295.1	4213.9
YCR107W	182.9	172.4	146.9	116.2	112.0	126.8	163.8	91.4	150.9	133.7	130.3	161.5	144.6	114.1	174.0	158.3	126.6	201.6	175.9	145.0	155.1	147.5	225.1	201.7	221.2
YDR249C	814.4	910.5	765.9	1042.9	1103.7	1248.1	1631.8	988.8	927.4	859.6	812.7	706.7	731.3	775.6	751.7	826.2	850.9	899.3	828.4	720.7	605.3	660.1	847.2	797.9	759.8
YJL176C	1635.9	1589.0	1390.9	1550.3	1292.6	1411.7	1471.7	1330.1	1502.0	1578.2	1548.2	1539.0	1543.4	1622.3	1684.5	1707.0	1577.2	1526.9	1267.0	1269.3	1398.3	1446.3	1476.8	1388.8	1549.6
YNL037C	2750.0	3713.1	4874.0	5993.1	7413.8	3069.7	1465.1	1851.3	2041.3	2259.6	2414.3	2586.1	2988.0	3451.6	4017.2	6356.1	6399.5	1674.9	1856.5	2257.5	2961.5	3478.7	5037.5	6452.0	6831.5
YML058W	15943.3	15502.5	11332.9	10064.9	11440.1	13099.7	13768.1	11019.8	12346.6	12342.8	11950.1	12071.3	11828.3	12074.3	13821.3	15352.5	15520.2	12418.8	12872.3	12456.9	11618.5	11336.7	12785.6	13042.1	13459.3
YPL226W	4497.5	6908.3	12237.7	14114.3	13849.6	14225.6	11805.4	9760.4	8040.6	8088.1	7275.7	6489.0	5517.1	4183.9	2050.7	2544.0	3049.9	8914.0	8779.8	7557.3	6826.3	4042.4	1865.5	1524.2	3071.9
YOR346W	1704.0	2103.4	2796.9	3019.1	2866.1	3390.4	2912.9	2362.7	2647.9	2494.2	2199.3	1947.0	1725.1	1432.8	1280.5	1182.2	1236.5	2151.4	2071.1	2197.5	1611.9	1311.5	996.5	1358.6	1529.3
YFL011W	102.3	84.8	124.2	110.5	140.2	118.5	153.5	132.5	148.5	152.7	151.1	114.1	114.0	98.3	85.1	111.0	93.2	112.8	78.7	130.1	107.5	85.2	85.1	44.5	60.5
YGL167C	7119.8	6647.3	5115.3	4350.7	3662.5	4588.0	6906.8	6969.1	6023.6	5424.6	5894.9	6046.2	5926.0	6276.0	6561.7	6629.9	5956.2	6153.1	5898.4	5764.3	6237.7	5595.5	5474.4	5932.3	5448.7
YLR178C	9469.3	8177.2	5095.5	3706.1	2248.5	885.0	961.8	2372.5	4113.8	4736.3	5967.1	7848.5	10649.3	14850.7	19920.3	20372.6	20521.9	3149.0	3392.3	5531.8	9071.0	11794.2	15959.1	16761.9	18118.6
YFL062W	12455.8	12631.3	7942.0	5836.7	3930.8	2780.8	4688.1	7480.0	7342.1	7038.7	7925.3	8606.1	9050.7	10444.1	13073.0	13425.1	11969.8	7262.3	7925.5	7364.9	8018.8	7690.5	8470.2	11027.2	12155.9
YEL040W	10479.9	11821.7	11030.5	11273.8	11205.8	12140.9	12643.1	10700.1	12224.4	11240.1	12022.0	11291.6	10017.5	9273.1	9907.5	10916.9	8517.0	10909.6	10713.5	10217.5	8109.5	7739.0	9587.8	9779.2	3192.6
YOR006C	1317.0	2415.6	3142.2	3391.5	3432.2	3360.7	2171.6	2138.6	1870.1	1826.8	1617.9	1346.8	1220.7	975.9	849.4	752.0	784.4	1717.3	1939.0	1584.4	1215.9	911.7	811.0	925.2	951.3
YNL123W	4296.6	5622.8	6813.4	7758.7	7206.8	7779.9	6141.9	5065.2	5132.4	5318.5	4867.9	4254.9	3959.3	3693.6	3714.1	4283.2	4651.3	5539.6	5581.6	5216.6	4213.4	3228.8	3552.8	4833.9	4671.5
YOR284W	1511.5	1111.5	547.2	360.4	251.1	195.8	366.5	740.7	1107.0	1208.1	1173.0	1136.5	1180.2	1223.4	1329.8	1232.5	1157.0	1047.2	1026.6	1119.5	1261.3	1298.5	1586.9	1420.0	1355.0
YHR175W-A	7242.0	7734.8	4893.9	4001.6	3447.1	1992.2	3513.6	4872.5	5433.2	5138.6	5602.0	5672.4	6068.2	6330.6	7372.5	6888.3	5821.3	4907.8	4964.3	5194.0	5444.4	6035.8	6412.3	6170.8	6503.6
YMR316W	875.5	937.6	631.3	756.1	1193.2	2558.6	4147.4	2666.5	939.8	894.7	877.4	796.9	800.1	963.5	993.8	1088.2	962.9	849.4	958.9	969.6	1020.2	1009.1	1477.8	1706.5	953.3
YBR254C	2278.6	2202.6	1622.9	1527.3	1680.7	1474.0	1710.2	1811.9	2198.4	2252.2	2168.9	2073.9	2001.2	1982.3	2065.7	1984.6	1919.0	2481.0	2856.0	2638.0	2238.7	1991.1	2368.4	2066.9	2080.6
YJL122W	835.6	3789.9	6863.8	7832.2	8821.9	9210.0	5897.6	4200.0	3070.3	2656.5	2080.7	1190.7	626.1	329.2	281.5	388.9	432.1	3522.6	4045.5	2304.9	769.6	244.7	306.3	359.6	820.4
YDR532C	909.6	1032.9	693.8	674.4	718.0	824.1	793.0	471.3	698.7	693.1	746.3	838.5	839.6	878.2	918.8	1028.0	988.8	730.9	758.9	708.5	811.7	900.5	830.5	1039.3	1107.1
YOR294W	579.5	2438.1	5374.1	6805.1	6764.4	7052.1	4932.5	3290.0	2348.3	2091.6	1644.0	893.2	488.2	163.4	82.6	223.2	365.5	2533.2	2885.6	2126.1	826.0	156.2	90.3	88.9	514.8
YKL221W	154.7	115.8	97.4	58.6	58.5	49.8	51.8	44.6	69.7	87.1	65.5	79.1	91.1	101.5	167.3	118.6	126.6	72.3	62.4	49.4	85.0	75.4	144.1	83.2	83.9
YDL198C	10954.6	9836.0	8286.3	7950.0	8384.8	5391.2	9868.0	8127.8	8922.1	9274.4	9116.9	8437.1	8978.1	8476.1	9987.1	8194.1	7719.0	7711.3	7719.5	8443.7	8494.6	9705.0	12167.2	10701.9	8306.5
YOL156W	35.8	55.8	67.3	43.6	16.9	11.4	19.1	20.0	68.4	67.3	61.3	90.0	92.6	92.2	161.7	112.7	84.6	80.5	97.5	107.6	109.6	135.6	219.1	113.2	117.6
YCL031C	1543.5	2855.1	4504.9	4673.9	4582.8	5465.4	4452.4	3189.3	3061.2	3005.8	2647.3	2336.9	2058.9	1710.7	1405.9	1401.4	1554.5	3388.9	3330.5	2537.2	1768.2	1520.8	1379.3	1364.8	1508.6
YOR114W	1075.9	987.1	417.9	292.3	205.0	178.1	265.6	541.6	699.3	749.8	774.8	831.5	889.6	1016.6	1075.6	1163.7	849.2	621.3	622.1	647.2	736.2	779.1	943.3	1333.8	880.7
YOR020W-A	5442.4	5247.0	3829.7	2952.0	2353.7	1331.5	2282.3	2568.3	2960.1	3123.4	3500.9	3726.1	4082.7	4915.8	6368.1	6805.1	6566.4	2988.1	3276.1	3471.6	3888.6	4546.2	6107.2	8635.5	8145.7
YKL033W-A	7114.5	5874.2	4659.5	4614.9	4901.1	5236.1	9449.0	8700.8	7722.5	7264.7	7385.3	7279.2	7197.9	6726.3	6445.5	5836.0	5552.2	9207.9	9653.5	9023.0	8387.8	8404.1	9308.5	10286.7	7696.0
YJL177W	7945.5	8817.6	11543.1	13389.4	14854.6	16767.4	15118.5	15915.7	15228.5	14888.8	14810.8	14701.8	14024.9	12437.6	6338.2	1998.0	2283.0	15462.9	15884.8	15633.2	14280.9	13406.7	9945.7	670.4	1210.6
YJR042W	2436.2	2414.8	2998.9	3423.6	3510.3	4271.4	3362.3	3191.4	3527.0	3614.0	3338.7	3009.7	2902.5	2615.4	2262.4	2206.9	2215.6	3223.9	3193.7	3242.8	2954.0	2340.0	2019.7	2120.3	2282.9
YDR287W	1999.2	1920.6	1590.3	1408.3	1112.5	582.2	920.7	1047.6	1403.6	1464.8	1525.5	1590.2	1804.0	2106.5	2659.7	3266.7	2856.7	1154.2	1115.5	1319.8	1753.4	1845.8	2802.4	2638.6	2147.0
YNL075W	985.7	3303.8	6513.1	7418.3	7869.9	7808.9	5791.6	3603.0	3419.8	3230.0	2636.9	1766.9	1134.7	558.4	277.4	448.1	658.6	4134.3	4351.4	3150.2	1757.2	623.8	325.8	410.5	1169.7
YPR051W	5394.7	5182.0	3512.6	2990.3	2792.9	2233.7	1963.5	3703.5	4587.7	4518.3	4467.6	4517.4	4386.5	4502.8	4776.6	3966.2	3979.7	4170.4	4831.1	4668.9	4396.0	3995.3	4446.6	5423.9	4665.8
YKL068W	1685.1	2300.4	3599.3	3559.7	3568.5	3136.2	2808.9	2723.1	2348.0	2213.6	2004.1	1760.7	1430.4	1166.8	1189.6	1493.0	1571.1	2377.4	2418.5	1969.0	1323.5	1004.4	1226.7	1483.7	1694.1
YLR083C	5315.1	5633.6	6758.0	7490.0	8014.8	8480.3	8343.1	7620.8	7369.5	6735.2	6971.6	6215.0	5632.4	4679.7	3929.3	3847.0	3433.6	7562.1	7221.4	6892.9	6473.8	4769.0	4140.3	3469.7	3879.8
YCL036W	208.1	925.7	4523.9	4804.5	4377.8	3707.5	2128.4	1135.8	931.9	828.3	640.7	310.4	231.5	183.1	164.8	263.2	245.3	1501.8	1580.3	641.6	286.5	164.0	158.4	145.5	161.3
YML069W	7656.1	6990.3	4795.1	4153.2	3895.4	3928.8	5255.8	5718.6	5892.4	6090.6	5863.4	6083.3	6206.9	6290.5	7059.9	6792.0	6048.9	6251.8	6535.1	5932.5	6340.0	6517.5	7646.4	9093.1	7717.8
YER127W	495.3	2941.9	5143.1	5828.9	5744.9	6219.3	3895.1	2230.9	1754.1	1576.4	1123.6	590.3	337.5	242.2	286.1	446.0	535.8	1771.1	2148.7	976.1	345.5	129.5	222.9	364.5	654.3
YLR005W	5086.9	4068.9	2542.1	2028.8	1748.7	1773.0	2124.0	2953.8	3047.8	3195.6	3195.4	3190.4	3380.7	3740.7	4231.3	4497.4	4486.1	2921.9	2786.4	3036.6	3502.3	3298.7	3965.4	3658.6	4160.5
YOR236W	2352.1	2582.2	2405.0	2913.1	3501.9	3237.8	3816.7	4117.0	3646.4	3455.1	3246.9	2676.9	2169.9	1669.7	1226.5	1652.9	1980.3	3630.4	3974.8	3586.2	2792.6	1723.9	1624.9	2120.9	2890.8
YCL016C	786.4	702.0	481.7	597.1	786.9	1013.2	864.8	669.3	835.7	937.1	878.2	872.0	882.7	952.1	947.4	895.1	829.0	804.7	915.7	894.8	847.7	811.5	972.8	794.0	778.2
YKL058W	4972.3	5078.2	4521.8	4187.9	3903.6	3543.8	4025.0	3828.5	4267.0	3781.1	4109.3	4108.5	4085.8	3949.1	4349.2	4424.0	4435.5	5399.9	6089.6	5222.1	4719.3	4654.9	4655.2	5568.0	5803.2
YOR251C	3312.2	3113.9	2841.4	3090.6	3388.9	3056.0	2065.1	2717.9	3063.2	3094.4	3106.5	2919.9	2811.9	2897.2	2916.1	3237.9	3144.6	3019.8	3161.0	3087.9	3107.0	2807.9	3163.1	3517.4	4325.4
YDR257C	1098.5	1257.7	1488.3	1812.1	1919.6	2375.5	2033.3	1466.3	1576.2	1574.5	1560.5	1538.9	1460.5	1373.4	1400.0	1357.5	1381.1	1599.5	1558.1	1394.8	1359.3	1283.0	1681.0	1494.9	1060.5
YGR063C	4941.2	5960.2	5258.2	5678.2	6496.7	6867.4	7248.2	5863.7	5871.0	5633.4	5689.9	5130.1	4605.1	4089.5	3908.2	4228.1	3967.0	6900.5	8006.2	6717.6	5572.8	4487.4	4762.7	4879.8	4065.7
YJR094W-A	14497.5	17187.1	19206.3	19410.2	19743.9	19422.3	18352.5	19683.2	18800.1	17944.0	18601.0	18216.9	17555.7	15741.8	10907.9	7774.3	7905.1	20113.1	20169.6	19869.3	18138.5	18163.1	12548.9	4451.6	6804.7
YHR160C	202.0	172.7	72.9	54.9	66.2	55.9	62.8	68.6	85.0	94.7	88.1	122.4	166.0	220.5	433.2	592.6	624.0	67.9	75.9	93.7	126.3	187.7	369.0	246.0	213.0
YGR207C	4658.7	4283.4	4211.8	4183.9	4010.4	4209.5	4849.8	4050.4	5211.3	5525.1	5418.5	5290.8	5218.7	5307.8	4777.9	4856.3	4712.9	5028.5	5047.2	5461.9	5302.2	4914.3	5749.0	5387.5	4584.0
YDR070C	4506.6	4198.4	2789.1	2345.8	1682.0	636.1	588.8	444.0	620.5	695.2	961.2	1375.0	2377.2	4304.2	8290.0	10977.7	13888.1	543.9	671.5	1181.4	2558.7	4007.3	5872.2	10734.7	16388.8
YLR308W	145.0	107.6	134.7	139.9	181.4	189.1	209.9	178.0	169.6	216.8	188.0	122.8	112.5	103.5	109.5	98.6	132.5	116.3	97.6	106.6	110.2	110.6	122.5	82.6	83.8
YBR050C	559.4	568.8	416.0	295.0	166.9	92.2	129.9	142.4	239.7	209.3	253.4	323.4	394.4	584.5	692.7	752.7	891.9	212.2	230.3	347.5	431.9	443.6	553.7	639.8	555.9
YJR090C	4069.5	3824.5	2308.5	2111.1	2663.0	3101.5	2583.5	2706.4	2583.8	2616.9	2618.6	2667.9	2733.3	3126.5	3425.7	3310.8	3272.8	2695.9	2890.7	2802.6	3060.3	2890.8	3197.7	3833.3	3159.5
YGR049W	1143.5	1136.8	971.6	836.9	993.5	1180.8	722.9	1135.5	1237.1	1303.9	1442.2	1269.8	1321.4	1280.9	1295.9	1509.0	1404.1	1229.5	1208.4	1467.7	1250.6	1276.2	1384.0	1710.6	1819.9
YML041C	2210.0	2145.2	1574.4	1830.7	2220.6	2512.1	2550.4	2208.1	1878.5	1912.6	1808.5	1778.2	1802.4	1758.1	1790.2	1963.6	2081.1	2026.7	2229.2	2119.3	1977.9	1848.2	2038.0	2467.9	2264.9
YGR261C	2677.3	2624.6	1988.3	1851.3	1834.2	1637.0	2106.7	3090.3	2370.0	2350.0	2300.1	2226.6	2321.5	2398.5	2626.5	2908.2	2320.3	2271.8	2403.4	2306.4	2427.3	2326.3	2692.3	3339.1	2562.0
YDR189W	3232.3	3395.2	2845.2	2958.7	2409.4	2104.8	3138.5	3297.1	2881.5	2903.0	2920.6	2934.4	2928.8	3294.0	3047.5	3022.8	2647.3	3085.5	3041.4	2986.9	2836.0	2861.8	2879.8	3195.0	3120.8
YGR284C	7615.7	6535.3	5728.4	5184.6	3964.6	3150.1	6132.0	7401.5	7496.2	7495.1	7991.3	7621.2	7669.9	7642.1	8130.3	8165.9	8690.0	7323.8	6516.6	7238.9	7564.9	7263.5	7845.0	9463.7	9885.6
YBR196C-A	249.8	227.7	259.6	267.2	355.1	516.9	318.6	205.6	246.4	199.6	205.6	200.8	178.3	132.9	136.9	105.7	113.1	236.6	256.8	223.2	160.3	100.4	89.3	83.8	110.5
YDR059C	5066.4	5256.6	4528.0	3633.9	2831.7	1156.8	2588.6	2499.0	2974.7	3387.8	3493.0	3485.5	3950.9	4524.5	5999.5	6315.8	7351.9	2871.6	2944.0	3478.2	3791.2	4063.3	5385.2	8589.4	9332.0
